description,NCES_School_ID,Street Address,City,State,ZIP,Final,latitude,longitude
GREENFIELD ELEMENTARY,510042002527,288 Etzler Rd,Troutville,VA,24175,288 Etzler Rd Troutville VA 24175,37.4286918,-79.9284301
JAMES RIVER HIGH,510042000171,9906 Springwood Rd,Buchanan,VA,24066,9906 Springwood Rd Buchanan VA 24066,37.5467638,-79.7257905
LORD BOTETOURT HIGH,510042000172,1435 Roanoke Rd,Daleville,VA,24083,1435 Roanoke Rd Daleville VA 24083,37.4054232,-79.9148975
READ MOUNTAIN MIDDLE,510042001354,182 Orchard Hill Dr,Cloverdale,VA,24077,182 Orchard Hill Dr Cloverdale VA 24077,37.3578756,-79.9029011
TROUTVILLE ELEMENTARY,510042000173,12 Barron Dr,Troutville,VA,24175,12 Barron Dr Troutville VA 24175,37.4403955,-79.8472955
BOTETOURT TECHNICAL EDUCATION CENTER,510042000165,253 Poor Farm Rd,Fincastle,VA,24090,253 Poor Farm Rd Fincastle VA 24090,37.5060979,-79.863896
HIGHLAND VIEW ELEMENTARY,510045000175,1425 Eads St,Bristol,VA,24201,1425 Eads St Bristol VA 24201,36.6074,-82.1633839
JOSEPH VAN PELT ELEMENTARY,510045000176,350 Spring Hill Terrace,Bristol,VA,24201,350 Spring Hill Terrace Bristol VA 24201,36.6220939,-82.1389783
STONEWALL JACKSON ELEMENTARY,510045000177,2045 Euclid Ave,Bristol,VA,24201,2045 Euclid Ave Bristol VA 24201,36.5975313,-82.2071734
VIRGINIA HIGH,510045000179,650 Long Crescent Dr,Bristol,VA,24201,650 Long Crescent Dr Bristol VA 24201,36.613491,-82.179301
VIRGINIA MIDDLE,510045000180,855 Piedmont Avenue,Bristol,VA,24201,855 Piedmont Avenue Bristol VA 24201,36.6084941,-82.1856537
WASHINGTON-LEE ELEMENTARY,510045000181,185 Washington Lee Dr,Bristol,VA,24201,185 Washington Lee Dr Bristol VA 24201,36.610994,-82.179169
BRISTOL VIRGINIA INTERMEDIATE SCHOOL,510045003104,280 Lee St.,Bristol,VA,24201,280 Lee St. Bristol VA 24201,36.5979282,-82.1812645
DAY TREATMENT PROGRAM,510045001944,383 Baugh Lane,Abingdon,VA,24210,383 Baugh Lane Abingdon VA 24210,36.728555,-81.9480619
BRUNSWICK HIGH,510048000183,2171 Lawrenceville Plank Rd,Lawrenceville,VA,23868,2171 Lawrenceville Plank Rd Lawrenceville VA 23868,36.7688209,-77.8287545
JAMES S. RUSSELL MIDDLE,510048000182,19400 Christanna Hwy,Lawrenceville,VA,23868,19400 Christanna Hwy Lawrenceville VA 23868,36.7781264,-77.872904
MEHERRIN POWELLTON ELEMENTARY,510048000184,11555 Dry Bread Road,Lawrenceville,VA,23868,11555 Dry Bread Road Lawrenceville VA 23868,36.6691865,-77.7967868
RED OAK-STURGEON ELEMENTARY,510048000185,4081 FLAT ROCK ROAD,Alberta,VA,23821,4081 FLAT ROCK ROAD Alberta VA 23821,36.9068186,-77.8786196
TOTARO ELEMENTARY,510048000188,19350 Christanna Highway,Lawrenceville,VA,23868,19350 Christanna Highway Lawrenceville VA 23868,36.7781412,-77.8732711
BRUNSWICK COUNTY ELEMENTARY / MIDDLE,510048003119,Planters Road,Lawrenceville,VA,23868,Planters Road Lawrenceville VA 23868,36.7927259,-77.8080006
COUNCIL ELEMENTARY/MIDDLE,510051001897,7608 Helen Henderson Hwy,Honaker,VA,24260,7608 Helen Henderson Hwy Honaker VA 24260,37.0831268,-82.082107
COUNCIL HIGH,,,,,,   ,,
GRUNDY HIGH,510051000198,1300 Golden Wave Drive,Grundy,VA,24614,1300 Golden Wave Drive Grundy VA 24614,37.2835267,-82.0628669
HURLEY ELEMENTARY/MIDDLE,510051002052,6911 Hurley Road,Hurley,VA,24620,6911 Hurley Road Hurley VA 24620,37.4051635,-82.0077265
HURLEY HIGH,510051000200,6911 Hurley Road,Hurley,VA,24620,6911 Hurley Road Hurley VA 24620,37.4051635,-82.0077265
RIVERVIEW ELEMENTARY/MIDDLE,510051001945,27382 Riverside Drive,Grundy,VA,24614,27382 Riverside Drive Grundy VA 24614,37.3087043,-82.1457954
TWIN VALLEY ELEMENTARY/MIDDLE,510051001946,9017 Riverside Drive,Oakwood,VA,24631,9017 Riverside Drive Oakwood VA 24631,37.2040328,-81.9744473
TWIN VALLEY HIGH,510051001947,14449 Dismal River Road,Pilgrim Knob,VA,24634,14449 Dismal River Road Pilgrim Knob VA 24634,37.2404749,-81.9134507
BUCHANAN COUNTY TECHNOLOGY CAREER & HIGHER LEARNING CENTER,510051000191,1124 Almarine Drive,Grundy,VA,24614,1124 Almarine Drive Grundy VA 24614,37.2954655,-82.0491178
COUNCIL HIGH,510051000193,7802 Helen Henderson Hwy,Honaker,VA,24260,7802 Helen Henderson Hwy Honaker VA 24260,37.0819229,-82.0794839
NEW BUCHANAN HIGH,510051003105,4447 Slate Creek Road Suite 100,Grundy,VA,24614,4447 Slate Creek Road Suite 100 Grundy VA 24614,37.298559,-82.0471704
BUCKINGHAM CO ELEMENTARY,510054002870,40 Frank Harris Road,Dillwyn,VA,23936,40 Frank Harris Road Dillwyn VA 23936,37.5531722,-78.4833249
BUCKINGHAM CO PRIMARY,510054002869,128 Frank Harris Road,Dillwyn,VA,23936,128 Frank Harris Road Dillwyn VA 23936,37.5540765,-78.4844865
BUCKINGHAM COUNTY HIGH,510054000210,78 Knights Rd.,Buckingham,VA,23921,78 Knights Rd. Buckingham VA 23921,37.5413786,-78.5112493
BUCKINGHAM COUNTY MIDDLE,510054000209,1184 High School Rd.,Buckingham,VA,23921,1184 High School Rd. Buckingham VA 23921,37.53642,-78.502896
BUCKINGHAM CO PREKINDERGARTEN CENTER,510054002867,77 Buckingham Primary School Rd,Buckingham,VA,23921,77 Buckingham Primary School Rd Buckingham VA 23921,37.5362229,-78.5002996
ENDERLY HEIGHTS ELEMENTARY,510056000215,101 Woodland Ave,Buena Vista,VA,24416,101 Woodland Ave Buena Vista VA 24416,37.7142342,-79.3653436
F.W. KLING JR. ELEMENTARY,510056000216,3400 Lombardy Ave,Buena Vista,VA,24416,3400 Lombardy Ave Buena Vista VA 24416,37.7481344,-79.3529801
PARRY MCCLUER HIGH,510056000217,100 Bradford Drive,Buena Vista,VA,24416,100 Bradford Drive Buena Vista VA 24416,37.7193264,-79.3585881
PARRY MCCLUER MIDDLE,510056000218,2329 Chestnut Ave,Buena Vista,VA,24416,2329 Chestnut Ave Buena Vista VA 24416,37.7374227,-79.35166
ALTAVISTA ELEMENTARY,510060000219,1003 Lynch Mill Rd,Altavista,VA,24517,1003 Lynch Mill Rd Altavista VA 24517,37.1444612,-79.2959004
ALTAVISTA HIGH,510060000220,904 Bedford Avenue,Altavista,VA,24517,904 Bedford Avenue Altavista VA 24517,37.1095512,-79.2959421
BROOKNEAL ELEMENTARY,510060002834,PO Box36,Brookneal,VA,24528,PO Box36 Brookneal VA 24528,37.0501416,-78.9441801
BROOKVILLE HIGH,510060000223,100 Laxton Rd,Lynchburg,VA,24502,100 Laxton Rd Lynchburg VA 24502,37.345778,-79.235423
BROOKVILLE MIDDLE,510060000224,320 Bee Dr,Lynchburg,VA,24502,320 Bee Dr Lynchburg VA 24502,37.3455053,-79.2396523
CONCORD ELEMENTARY,510060000226,PO Box 95,Concord,VA,24538,PO Box 95 Concord VA 24538,37.3426444,-78.9750189
LEESVILLE ROAD ELEMENTARY,510060000230,25 Lewis Way,Lynchburg,VA,24502,25 Lewis Way Lynchburg VA 24502,37.3277112,-79.2185087
RUSTBURG ELEMENTARY,510060002528,25 Webb's Way,Rustburg,VA,24588,25 Webb's Way Rustburg VA 24588,37.2690058,-79.1076608
RUSTBURG HIGH,510060000231,PO Box 830,Rustburg,VA,24588,PO Box 830 Rustburg VA 24588,37.2768113,-79.1008543
RUSTBURG MIDDLE,510060002771,555 Village Highway,Rustburg,VA,24588,555 Village Highway Rustburg VA 24588,37.2740489,-79.1032491
TOMAHAWK ELEMENTARY,510060000232,155 Bee Drive,Lynchburg,VA,24502,155 Bee Drive Lynchburg VA 24502,37.3440651,-79.2374496
WILLIAM CAMPBELL HIGH,510060000233,PO Box 7,Naruna,VA,24576,PO Box 7 Naruna VA 24576,37.11,-79
YELLOW BRANCH ELEMENTARY,510060000234,377 Dennis Riddle Dr,Rustburg,VA,24588,377 Dennis Riddle Dr Rustburg VA 24588,37.2523658,-79.1855819
CAMPBELL COUNTY TECHNICAL CENTER,510060000225,194 Dennis Riddle Rd,Rustburg,VA,24588,194 Dennis Riddle Rd Rustburg VA 24588,37.2516394,-79.1826285
CORNERSTONE LEARNING CENTER,510060002332,194 Dennis Riddle Dr.,Rustburg,VA,24588,194 Dennis Riddle Dr. Rustburg VA 24588,37.2516394,-79.1826285
BOWLING GREEN ELEMENTARY,510066000237,17502 New Baltimore Road,Milford,VA,22514,17502 New Baltimore Road Milford VA 22514,38.0236187,-77.3421337
CAROLINE HIGH,510066000238,19155 Rodgers Clark Blvd,Milford,VA,22514,19155 Rodgers Clark Blvd Milford VA 22514,37.9991375,-77.4135367
CAROLINE MIDDLE,510066000051,13325 Devils Three Jump Road,Milford,VA,22514,13325 Devils Three Jump Road Milford VA 22514,38.0034779,-77.4107568
LEWIS AND CLARK ELEMENTARY,510066002784,18101 Clark & York Blvd,Ruther Glen,VA,22546,18101 Clark & York Blvd Ruther Glen VA 22546,38.0197693,-77.531264
MADISON ELEMENTARY,510066000241,9075 Chance Place,Ruther Glen,VA,22546,9075 Chance Place Ruther Glen VA 22546,38.0266575,-77.4900486
CARROLL COUNTY HIGH,510069000242,100 Cavs Lane,Hillsville,VA,24343,100 Cavs Lane Hillsville VA 24343,36.7624381,-80.7232608
CARROLL COUNTY MIDDLE,510069000257,1036 N. Main Street,Hillsville,VA,24343,1036 N. Main Street Hillsville VA 24343,36.7686791,-80.7390242
FANCY GAP ELEMENTARY,510069000244,63 Winding Ridge Rd,Fancy Gap,VA,24328,63 Winding Ridge Rd Fancy Gap VA 24328,36.6899276,-80.6976607
GLADESBORO ELEMENTARY,510069000245,7845 Snake Creek,Hillsville,VA,24343,7845 Snake Creek Hillsville VA 24343,36.6873351,-80.6098384
GLADEVILLE ELEMENTARY,510069000246,3117 Glendale Rd,Galax,VA,24333,3117 Glendale Rd Galax VA 24333,36.6995177,-80.8783634
HILLSVILLE ELEMENTARY,510069000247,90 Patriot Lane,Hillsville,VA,24343,90 Patriot Lane Hillsville VA 24343,36.7876013,-80.694676
LAUREL ELEMENTARY,510069000250,26 Pleasant View Road,Austinville,VA,24312,26 Pleasant View Road Austinville VA 24312,36.7973483,-80.8518335
OAKLAND ELEMENTARY,510069000253,4930 Pipers Gap Road,Galax,VA,24333,4930 Pipers Gap Road Galax VA 24333,36.6424406,-80.8371301
ST. PAUL,510069000254,231 Flower Gap Road,Cana,VA,24317,231 Flower Gap Road Cana VA 24317,36.6048331,-80.6900337
BLUE RIDGE CROSSROADS GOVERNOR'S ACADEMY FOR TECHNICAL EDUCA,510069002985,100 Cavs Lane,Hillsville,VA,24343,100 Cavs Lane Hillsville VA 24343,36.7624381,-80.7232608
CARROLL COUNTY EDUCATION CENTER,510069002489,205 Oak Street,Hillsville,VA,24343,205 Oak Street Hillsville VA 24343,36.7568703,-80.7369024
CHARLES CITY COUNTY ELEMENTARY,510072000260,10049 Courthouse Rd,Charles City,VA,23030,10049 Courthouse Rd Charles City VA 23030,37.3474869,-77.0765028
CHARLES CITY COUNTY HIGH,510072000258,10039 Courthouse Rd,Charles City,VA,23030,10039 Courthouse Rd Charles City VA 23030,37.3496341,-77.0785599
BACON DISTRICT ELEMENTARY,510075000262,840 Bacon School Rd,Saxe,VA,23967,840 Bacon School Rd Saxe VA 23967,36.8884422,-78.565538
CENTRAL MIDDLE,510075000264,PO Box 748,Charlotte Court House,VA,23923,PO Box 748 Charlotte Court House VA 23923,37.0565361,-78.638334
EUREKA ELEMENTARY,510075002005,315 Eureka School Rd,Keysville,VA,23947,315 Eureka School Rd Keysville VA 23947,37.0419565,-78.5515783
PHENIX ELEMENTARY,510075000267,400 Red House Road,Phenix,VA,23959,400 Red House Road Phenix VA 23959,37.0849988,-78.7453625
RANDOLPH-HENRY HIGH,510075000270,PO Box 668,Charlotte C H,VA,23923,PO Box 668 Charlotte C H VA 23923,37.0565361,-78.638334
BUFORD MIDDLE,510078000271,1000 Cherry Avenue,Charlottesville,VA,22903,1000 Cherry Avenue Charlottesville VA 22903,38.0270336,-78.4980135
BURNLEY-MORAN ELEMENTARY,510078000272,1300 Long Street,Charlottesville,VA,22901,1300 Long Street Charlottesville VA 22901,38.0354379,-78.4628755
CHARLOTTESVILLE HIGH,510078000273,1400 Melbourne Road,Charlottesville,VA,22901,1400 Melbourne Road Charlottesville VA 22901,38.0516386,-78.4746283
CLARK ELEMENTARY,510078002110,1000 Belmont Avenue,Charlottesville,VA,22902,1000 Belmont Avenue Charlottesville VA 22902,38.02271,-78.4744552
GREENBRIER ELEMENTARY,510078000275,2228 Greenbrier Drive,Charlottesville,VA,22901,2228 Greenbrier Drive Charlottesville VA 22901,38.0635376,-78.4707099
JACKSON-VIA ELEMENTARY,510078000276,508 Harris Road,Charlottesville,VA,22903,508 Harris Road Charlottesville VA 22903,38.0140684,-78.5040302
JOHNSON ELEMENTARY,510078000266,1645 Cherry Avenue,Charlottesville,VA,22903,1645 Cherry Avenue Charlottesville VA 22903,38.0222372,-78.5056483
VENABLE ELEMENTARY,510078002143,406 14th Street NW,Charlottesville,VA,22903,406 14th Street NW Charlottesville VA 22903,38.0385267,-78.4966374
WALKER UPPER ELEMENTARY,510078000279,1564 Dairy Road,Charlottesville,VA,22903,1564 Dairy Road Charlottesville VA 22903,38.0537543,-78.4835413
LUGO-MCGINNESS ACADEMY,510078002550,341 11th Street NW,Charlottesville,VA,22903,341 11th Street NW Charlottesville VA 22903,38.0372851,-78.4947674
B.M. WILLIAMS PRIMARY,510081000280,1100 Battlefield Blvd N,Chesapeake,VA,23320,1100 Battlefield Blvd N Chesapeake VA 23320,36.7590247,-76.2509076
BUTTS ROAD INTERMEDIATE,510081000457,1571 Mt Pleasant Rd,Chesapeake,VA,23322,1571 Mt Pleasant Rd Chesapeake VA 23322,36.7135625,-76.1777399
BUTTS ROAD PRIMARY,510081000281,1000 Mt Pleasant Rd,Chesapeake,VA,23322,1000 Mt Pleasant Rd Chesapeake VA 23322,36.7095862,-76.2029155
CAMELOT ELEMENTARY,510081000282,2901 Guenevere Dr,Chesapeake,VA,23323,2901 Guenevere Dr Chesapeake VA 23323,36.778447,-76.3484155
CEDAR ROAD ELEMENTARY,510081001483,1605 Cedar Rd,Chesapeake,VA,23322,1605 Cedar Rd Chesapeake VA 23322,36.723342,-76.3004943
CRESTWOOD INTERMEDIATE,510081000286,1240 Great Bridge Blvd,Chesapeake,VA,23320,1240 Great Bridge Blvd Chesapeake VA 23320,36.7599319,-76.2793798
CRESTWOOD MIDDLE,510081000287,1420 Great Bridge Blvd,Chesapeake,VA,23320,1420 Great Bridge Blvd Chesapeake VA 23320,36.7641449,-76.2828711
DEEP CREEK CENTRAL ELEMENTARY,510081002223,2448 Shipyard Rd,Chesapeake,VA,23323,2448 Shipyard Rd Chesapeake VA 23323,36.7400768,-76.3390407
DEEP CREEK ELEMENTARY,510081000288,2809 Forehand Dr,Chesapeake,VA,23323,2809 Forehand Dr Chesapeake VA 23323,36.756143,-76.3473157
DEEP CREEK HIGH,510081001832,2900 Margaret Booker Dr,Chesapeake,VA,23323,2900 Margaret Booker Dr Chesapeake VA 23323,36.7540374,-76.3532368
DEEP CREEK MIDDLE,510081000289,1955 Deal Dr,Chesapeake,VA,23323,1955 Deal Dr Chesapeake VA 23323,36.756,-76.3419879
EDWIN W. CHITTUM ELEMENTARY,510081000291,2008 Dock Landing Rd,Chesapeake,VA,23321,2008 Dock Landing Rd Chesapeake VA 23321,36.8138259,-76.4088966
G.A. TREAKLE ELEMENTARY,510081000292,2500 Gilmerton Rd,Chesapeake,VA,23323,2500 Gilmerton Rd Chesapeake VA 23323,36.7787152,-76.3345011
GEORGE W. CARVER INTERMEDIATE,510081000293,2601 Broad St,Chesapeake,VA,23324,2601 Broad St Chesapeake VA 23324,36.7998973,-76.2586835
GEORGETOWN PRIMARY,510081000294,436 Providence Rd,Chesapeake,VA,23325,436 Providence Rd Chesapeake VA 23325,36.8015904,-76.2454113
GRASSFIELD ELEMENTARY,510081002432,2248 Averill Dr.,Chesapeake,VA,23323,2248 Averill Dr. Chesapeake VA 23323,36.7140972,-76.3353266
GRASSFIELD HIGH,510081002765,2007 Grizzly Trail,Chesapeake,VA,23323,2007 Grizzly Trail Chesapeake VA 23323,36.7140544,-76.3191194
GREAT BRIDGE HIGH,510081002031,301 West Hanbury Rd,Chesapeake,VA,23322,301 West Hanbury Rd Chesapeake VA 23322,36.6890851,-76.2409565
GREAT BRIDGE INTERMEDIATE,510081000456,253 West Hanbury Rd,Chesapeake,VA,23322,253 West Hanbury Rd Chesapeake VA 23322,36.6889158,-76.2380448
GREAT BRIDGE MIDDLE,510081000296,441 Battlefield Blvd S,Chesapeake,VA,23322,441 Battlefield Blvd S Chesapeake VA 23322,36.7074244,-76.2350621
GREAT BRIDGE PRIMARY,510081000295,408 Cedar Rd,Chesapeake,VA,23322,408 Cedar Rd Chesapeake VA 23322,36.7146002,-76.2533431
GREENBRIER INTERMEDIATE,510081000459,1701 River Birch Run N,Chesapeake,VA,23320,1701 River Birch Run N Chesapeake VA 23320,36.7862332,-76.2190945
GREENBRIER MIDDLE,510081002557,1016 Greenbrier Pkwy,Chesapeake,VA,23320,1016 Greenbrier Pkwy Chesapeake VA 23320,36.7591749,-76.2263654
GREENBRIER PRIMARY,510081002054,1551 Eden Way South,Chesapeake,VA,23320,1551 Eden Way South Chesapeake VA 23320,36.7670107,-76.2219299
HICKORY ELEMENTARY,510081000298,109 Benefit Road,Chesapeake,VA,23322,109 Benefit Road Chesapeake VA 23322,36.6311841,-76.2099428
HICKORY HIGH,510081001482,1996 Hawk Blvd,Chesapeake,VA,23322,1996 Hawk Blvd Chesapeake VA 23322,36.6481882,-76.2158637
HICKORY MIDDLE,510081000297,1997 Hawk Blvd,Chesapeake,VA,23322,1997 Hawk Blvd Chesapeake VA 23322,36.6525738,-76.2148225
HUGO A. OWENS MIDDLE,510081001672,1997 Horseback Run,Chesapeake,VA,23323,1997 Horseback Run Chesapeake VA 23323,36.7338555,-76.3406233
INDIAN RIVER HIGH,510081000299,1969 Braves Trl,Chesapeake,VA,23325,1969 Braves Trl Chesapeake VA 23325,36.7970335,-76.241945
INDIAN RIVER MIDDLE,510081000300,2300 Old Greenbrier Rd,Chesapeake,VA,23325,2300 Old Greenbrier Rd Chesapeake VA 23325,36.801182,-76.2358721
JOLLIFF MIDDLE,510081001954,1021 Jolliff Rd.,Chesapeake,VA,23321,1021 Jolliff Rd. Chesapeake VA 23321,36.7897151,-76.4171124
NORFOLK HIGHLANDS PRIMARY,510081000302,1115 Myrtle Ave,Chesapeake,VA,23325,1115 Myrtle Ave Chesapeake VA 23325,36.8215271,-76.2344659
OSCAR F. SMITH HIGH,510081000303,1994 Tiger Dr,Chesapeake,VA,23320,1994 Tiger Dr Chesapeake VA 23320,36.7400028,-76.2571448
OSCAR SMITH MIDDLE,510081000310,2500 Rodgers St,Chesapeake,VA,23324,2500 Rodgers St Chesapeake VA 23324,36.8008201,-76.2728934
PORTLOCK PRIMARY,510081000305,1857 Varsity Dr,Chesapeake,VA,23324,1857 Varsity Dr Chesapeake VA 23324,36.789222,-76.2704498
RENA B. WRIGHT PRIMARY,510081000306,600 Park Ave,Chesapeake,VA,23324,600 Park Ave Chesapeake VA 23324,36.8100508,-76.2794548
SOUTHEASTERN ELEMENTARY,510081000307,1853 Battlefield Blvd S,Chesapeake,VA,23322,1853 Battlefield Blvd S Chesapeake VA 23322,36.6568223,-76.2224732
SOUTHWESTERN ELEMENTARY,510081000308,4410 Airline Blvd,Chesapeake,VA,23321,4410 Airline Blvd Chesapeake VA 23321,36.7917432,-76.406269
SPARROW ROAD INTERMEDIATE,510081000309,1605 Sparrow Rd,Chesapeake,VA,23325,1605 Sparrow Rd Chesapeake VA 23325,36.8112925,-76.2247626
THURGOOD MARSHALL ELEMENTARY,510081000304,2706 Border Road,Chesapeake,VA,23324,2706 Border Road Chesapeake VA 23324,36.8155968,-76.2538862
TRUITT INTERMEDIATE,510081001899,1100 Holly Ave,Chesapeake,VA,23324,1100 Holly Ave Chesapeake VA 23324,36.8101833,-76.2747714
WESTERN BRANCH HIGH,510081000312,1968 Bruin Pl,Chesapeake,VA,23321,1968 Bruin Pl Chesapeake VA 23321,36.8484184,-76.4064103
WESTERN BRANCH INTERMEDIATE,510081000311,4013 Terry Dr,Chesapeake,VA,23321,4013 Terry Dr Chesapeake VA 23321,36.8461171,-76.3995613
WESTERN BRANCH MIDDLE,510081000313,4201 Hawksley Dr,Chesapeake,VA,23321,4201 Hawksley Dr Chesapeake VA 23321,36.8503,-76.4034513
WESTERN BRANCH PRIMARY,510081001910,4122 Terry Dr,Chesapeake,VA,23321,4122 Terry Dr Chesapeake VA 23321,36.8467775,-76.4028811
CHESAPEAKE CAREER CENTER,510081000285,1617 Cedar Rd,Chesapeake,VA,23322,1617 Cedar Rd Chesapeake VA 23322,36.7253429,-76.2992275
CHESAPEAKE CENTER FOR STUDENT SUCCESS,510081002222,605 Providence Road,Chesapeake,VA,23325,605 Providence Road Chesapeake VA 23325,36.8028185,-76.2377073
GRASSFIELD HIGH SCHOOL GOVERNOR'S STEM ACADEMY,510081002998,2007 Grizzly Trail,Chesapeake,VA,23323,2007 Grizzly Trail Chesapeake VA 23323,36.7140544,-76.3191194
A.M. DAVIS ELEMENTARY,510084000314,415 S Providence Rd,North Chesterfield,VA,23236,415 S Providence Rd North Chesterfield VA 23236,37.4913365,-77.5461956
ALBERTA SMITH ELEMENTARY,510084000462,13200 Bailey Bridge Rd,Midlothian,VA,23112,13200 Bailey Bridge Rd Midlothian VA 23112,37.3957301,-77.6424262
BAILEY BRIDGE MIDDLE,510084000053,12501 Bailey Bridge Rd,Midlothian,VA,23112,12501 Bailey Bridge Rd Midlothian VA 23112,37.4082317,-77.6168925
BELLWOOD ELEMENTARY,510084000315,9536 Dawnshire Rd,North Chesterfield,VA,23237,9536 Dawnshire Rd North Chesterfield VA 23237,37.3913183,-77.440705
BENSLEY ELEMENTARY,510084000316,6600 Strathmore Rd,North Chesterfield,VA,23237,6600 Strathmore Rd North Chesterfield VA 23237,37.4358957,-77.4514524
BETTIE WEAVER ELEMENTARY,510084000762,3600 James River Rd,Midlothian,VA,23113,3600 James River Rd Midlothian VA 23113,37.5504433,-77.6530979
BEULAH ELEMENTARY,510084000317,5441 Beulah Rd,North Chesterfield,VA,23237,5441 Beulah Rd North Chesterfield VA 23237,37.4112528,-77.4891558
BON AIR ELEMENTARY,510084000318,8701 Polk St,Bon Air,VA,23235,8701 Polk St Bon Air VA 23235,37.5284713,-77.5627588
C.C. WELLS ELEMENTARY,510084000319,13101 S. Chester Rd.,Chester,VA,23831,13101 S. Chester Rd. Chester VA 23831,37.336511,-77.4387662
C.E. CURTIS ELEMENTARY,510084000320,3600 W Hundred Rd,Chester,VA,23831,3600 W Hundred Rd Chester VA 23831,37.3616647,-77.4339501
CARVER COLLEGE AND CAREER ACADEMY,510084001605,12400 Branders Bridge Road,Chester,VA,23831,12400 Branders Bridge Road Chester VA 23831,37.348423,-77.473206
CARVER MIDDLE,510084000321,3800 Cougar Trail,Chester,VA,23831,3800 Cougar Trail Chester VA 23831,37.3010571,-77.431672
CHESTERFIELD VIRTUAL SCHOOL,510084003097,421 South Providence Road,Chesterfield,VA,23236,421 South Providence Road Chesterfield VA 23236,37.491335,-77.5446698
CLOVER HILL ELEMENTARY,510084002055,5700 Woodlake Village Pkwy,Midlothian,VA,23112,5700 Woodlake Village Pkwy Midlothian VA 23112,37.4201747,-77.6737151
CLOVER HILL HIGH,510084000324,13301 Kelly Green Lane,Midlothian,VA,23112,13301 Kelly Green Lane Midlothian VA 23112,37.4481553,-77.6401888
COSBY HIGH,510084002661,14300 Fox Club Parkway,Midlothian,VA,23112,14300 Fox Club Parkway Midlothian VA 23112,37.4057976,-77.7028281
CRESTWOOD ELEMENTARY,510084000325,7600 Whittington Dr.,Richmond,VA,23225,7600 Whittington Dr. Richmond VA 23225,37.526142,-77.537669
